Identifier,Price,Price_cat,Month_sold,Year_sold,Sale_type,Type,Area,Size,Street_front,Plot_shape,Incline,SlopeType,Condition,Year_Built,Year_Renov,Water,Tarred_road,Culdesac,Corner,Roof_Type,Bathrooms,Bedrooms,KitchenCondition,Braais_Fireplaces,Garages,Driveway,Pool,BusyStreet,NearRail,NearGreen
35187415,1675000,Average,4,2020,Normal,Single storey,Residential,864,22,Regular,Flat,Gentle,5,1960,1960,1,Yes,0,0,Traditional,2,3,0,2,2,Paved,Yes,1,0,0
35187525,1085380,Low,5,2020,Normal,Single storey,Residential,996,27,Irregular,Flat,Gentle,5,1959,1959,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,Yes,0,0,0
35191365,1595000,Average,6,2020,Normal,Single storey,Residential,932,24,Regular,Flat,Gentle,6,1959,1959,1,Yes,0,0,Traditional,2.5,3,0,2,2,Paved,Yes,0,0,0
35192475,1080000,Low,2,2020,Normal,Single storey,Residential,779,18,Regular,Flat,Gentle,5,1956,1956,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,No,0,0,0
35314425,1350000,Average,5,2020,Normal,Single storey,Residential,1017,18,Regular,Flat,Gentle,6,1952,1952,1,Yes,0,0,Traditional,1.5,2,-1,0,1,Paved,No,0,0,0
35314545,1225000,Low,6,2020,Normal,Single storey,Residential,1012,36,Regular,Flat,Gentle,6,1955,1955,1,Yes,0,1,Traditional,1,3,0,0,1,Paved,Yes,0,0,0
35316405,1190000,Low,4,2020,Other,Duplex,Residential,1262,21,Regular,Flat,Gentle,5,1958,1958,1,Yes,0,0,Traditional,2,2,0,0,1,Paved,No,0,0,0
35316525,1090000,Low,1,2020,Other,Single storey,Residential,736,21,Regular,Flat,Gentle,6,1953,2007,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
35337745,1050000,Low,4,2020,Normal,Single storey,Residential,734,20,Regular,Flat,Gentle,6,1920,1994,1,Yes,0,1,Traditional,1.5,2,0,0,2,,No,0,0,0
35339485,1075000,Low,4,2020,Normal,Single storey,Residential,669,18,Regular,Flat,Gentle,6,1955,2007,1,Yes,0,0,Traditional,1,2,0,1,1,Paved,No,0,0,0
35362375,1449000,Average,5,2020,Normal,Single storey,Residential,948,26,Regular,Flat,Gentle,6,1954,2003,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,No,0,0,0
35362385,1290000,Low,5,2020,Normal,Single storey,Residential,545,23,Regular,Flat,Gentle,6,1956,2000,1,Yes,0,0,Traditional,2,2,0,0,1,Paved,Yes,0,0,0
35365535,975000,Low,1,2020,Other,Single storey,Residential,1626,24,Regular,Flat,Gentle,6,1948,1950,1,Yes,0,0,Traditional,1.5,3,0,1,1,Paved,Yes,1,0,0
35389435,1440000,Average,6,2020,Normal,Duplex,Residential,648,20,Regular,Flat,Gentle,6,1980,1980,1,Yes,0,0,Traditional,2,0,0,0,2,Paved,Yes,0,0,0
35413425,1620000,Average,3,2020,Normal,Single storey,Residential,913,,Irregular,Flat,Gentle,6,1959,2006,1,Yes,0,1,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
35437355,2420000,High,6,2020,Normal,Double storey,Residential,1047,29,Regular,Flat,Gentle,7,1967,2007,1,Yes,0,1,Flat,2.5,5,0,1,2,Paved,Yes,0,0,1
35462555,1320000,Average,5,2020,Normal,Single storey,Residential,749,18,Regular,Flat,Gentle,7,1948,2004,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,1,0,0
35465415,1540000,Average,5,2020,Normal,Single storey,Residential,697,23,Regular,Flat,Gentle,6,1959,1994,1,Yes,0,0,Traditional,2.5,3,0,0,1,Paved,Yes,0,0,0
35466415,1660000,Average,6,2020,Normal,Single storey,Residential,792,22,Regular,Flat,Gentle,5,1952,1952,1,Yes,0,1,Traditional,2,4,0,0,2,Paved,No,1,0,0
35468455,1348000,Average,5,2020,Normal,Single storey,Residential,669,18,Regular,Flat,Gentle,6,1951,2000,1,Yes,0,1,Traditional,1.5,3,0,0,2,Paved,Yes,0,0,0
35469355,1600000,Average,2,2020,Normal,Single storey,Residential,929,27,Irregular,Flat,Gentle,6,1962,1962,1,Yes,0,1,Traditional,1.5,3,0,0,2,Paved,Yes,0,0,0
35469435,1480000,Average,6,2020,Normal,Single storey,Residential,709,25,Irregular,Flat,Gentle,6,1960,1960,1,Yes,0,1,Traditional,1.5,3,0,0,2,Paved,No,0,0,0
35488695,1920000,Average,5,2020,Normal,Single storey,Residential,907,24,Regular,Flat,Moderate,7,1963,1984,1,Yes,0,0,Traditional,2,2,0,1,2,Paved,Yes,0,0,0
35489365,1550000,Average,6,2020,Normal,Double storey,Residential,715,21,Regular,Flat,Gentle,6,1966,1966,1,Yes,0,0,Traditional,1.5,4,0,1,2,Paved,Yes,0,0,1
402114445,804000,Low,1,2020,Other,Single storey,Residential,446,18,Regular,Flat,Gentle,5,1900,1954,1,Yes,0,1,Traditional,2,3,0,2,1,Paved,Yes,0,0,0
402116405,965000,Low,6,2020,Normal,Single storey,Residential,818,17,Regular,Flat,Gentle,6,1910,2004,1,Yes,0,1,Traditional,1,3,0,0,0,,Yes,0,0,0
402118475,1095000,Low,5,2020,Normal,Single storey,Residential,417,17,Regular,Flat,Gentle,6,1920,1950,1,Yes,0,0,Traditional,2,2,0,1,0,,Yes,1,0,0
402118485,1150000,Low,3,2020,Normal,Single storey,Residential,832,17,Regular,Flat,Gentle,6,1927,1950,1,Yes,0,0,Traditional,1,2,0,1,2,Paved,Yes,1,0,0
402122435,1430000,Average,6,2020,Normal,Single storey,Residential,539,21,Regular,Down,Moderate,6,1957,1957,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,No,0,0,0
402137425,1074000,Low,5,2020,Normal,Single storey,Residential,538,18,Regular,Flat,Gentle,5,1915,1950,1,Yes,0,1,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
402137505,800000,Low,6,2020,Normal,Single storey,Residential,428,14,Regular,Flat,Gentle,5,1945,1950,1,Yes,0,1,Traditional,1,2,0,0,1,Paved,No,1,0,0
402140515,1190000,Low,2,2020,Other,Single storey,Residential,669,18,Regular,Flat,Gentle,6,1940,1992,1,Yes,0,1,Traditional,2,2,0,2,1,Paved,Yes,0,0,0
402218385,1300000,Average,4,2020,Normal,Single storey,Residential,511,15,Regular,Flat,Gentle,6,1929,2001,1,Yes,0,1,Traditional,2,3,0,0,2,Paved,No,0,0,0
402218475,1190000,Low,1,2020,Normal,Single storey,Residential,641,15,Regular,Flat,Gentle,7,1938,2000,1,Yes,0,1,Traditional,1,3,-1,0,1,,No,0,0,0
402218565,1290000,Low,6,2020,Normal,Single storey,Residential,1101,21,Regular,Flat,Gentle,6,1948,2009,1,Yes,0,0,Traditional,1,3,0,1,1,Paved,Yes,1,0,0
402218585,1000000,Low,3,2020,Normal,Single storey,Residential,765,,Regular,Flat,Gentle,6,1920,1962,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,Yes,1,0,0
402219475,127890,Low,6,2020,Other,Single storey,Residential,897,21,Regular,Flat,Gentle,2,1923,1970,1,Yes,0,0,Traditional,1,2,0,1,2,,No,0,0,0
402219485,1059000,Low,5,2020,Normal,Single storey,Residential,792,18,Regular,Flat,Gentle,7,1928,2003,1,Yes,0,0,Traditional,1,2,0,0,2,Paved,Yes,0,0,0
402317455,1500000,Average,4,2020,Other,Double storey,Residential,892,18,Regular,Flat,Gentle,9,1900,2003,1,Yes,0,1,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
402339385,1390000,Average,6,2020,Normal,Single storey,Residential,1003,18,Regular,Flat,Gentle,6,1915,1950,1,Yes,0,0,Traditional,3,4,0,0,1,Paved,Yes,1,0,0
402341375,2400000,High,4,2020,Normal,Double storey,Residential,836,15,Regular,Flat,Gentle,9,1890,2002,1,Yes,0,0,Traditional,3,3,0,0,2,,Yes,0,0,0
402413405,765000,Low,6,2020,Other,Duplex,Residential,840,30,Regular,Flat,Gentle,4,1910,1950,1,Yes,0,0,Traditional,2,4,-1,0,0,,Yes,0,0,0
402414355,1497000,Average,4,2020,Normal,Single storey,Residential,688,27,Regular,Flat,Gentle,7,1957,1996,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,1,0,0
402414475,1255000,Low,6,2020,Normal,Double storey,Residential,719,18,Regular,Flat,Gentle,6,1910,1950,1,Yes,0,0,Traditional,1,3,0,0,2,Paved,Yes,0,0,0
402414595,1225000,Low,4,2020,Normal,Duplex,Residential,1054,18,Regular,Flat,Gentle,5,1885,1950,1,Yes,0,0,Traditional,2,4,0,0,2,,Yes,0,0,0
402415415,1407500,Average,6,2020,Normal,Double storey,Residential,981,18,Regular,Flat,Gentle,7,1922,1994,1,Yes,0,0,Traditional,1.5,2,0,0,2,Paved,No,0,0,0
403216385,1285000,Low,3,2020,Normal,Single storey,Residential,542,16,Regular,Flat,Gentle,6,1950,1997,1,Yes,0,1,Traditional,1.5,3,0,0,1,Paved,No,1,0,0
403218465,2095000,Average,5,2020,Normal,Double storey,Residential,724,,Irregular,Down,Gentle,7,1922,2005,1,Yes,0,1,Traditional,1.5,3,0,1,1,Paved,Yes,0,0,0
403237495,870000,Low,4,2020,Normal,Single storey,Residential,465,15,Regular,Flat,Gentle,6,1925,1950,1,Yes,0,0,Traditional,2,2,0,0,1,,Yes,1,0,0
403238505,1340000,Average,4,2020,Other,Single storey,Residential,557,15,Regular,Flat,Gentle,7,1939,1950,1,Yes,0,0,Traditional,2,2,0,0,1,Paved,Yes,0,0,0
403239365,1280000,Low,3,2020,Normal,Single storey,Residential,557,15,Regular,Flat,Gentle,6,1940,1950,1,Yes,0,0,Traditional,2,3,0,2,2,Paved,No,0,0,0
403239495,1320000,Average,3,2020,Normal,Single storey,Residential,591,16,Regular,Flat,Gentle,6,1942,1950,1,Yes,0,1,Traditional,1.5,3,0,2,1,Paved,Yes,1,0,0
403240495,1399000,Average,3,2020,Normal,Single storey,Residential,557,15,Regular,Flat,Gentle,7,1948,1950,1,Yes,0,0,Traditional,1.5,3,0,0,1,,Yes,0,0,0
403244535,1239000,Low,5,2020,Normal,Single storey,Residential,580,16,Regular,Flat,Gentle,6,1936,1980,1,Yes,0,0,Traditional,1,2,0,0,2,,Yes,0,0,0
403245465,1384000,Average,3,2020,Normal,Single storey,Residential,580,16,Regular,Flat,Gentle,5,1930,1950,1,Yes,0,0,Traditional,2,4,0,1,2,Paved,Yes,0,0,0
403246395,1095000,Low,3,2020,Normal,Single storey,Residential,569,16,Regular,Flat,Gentle,6,1923,1950,1,Yes,0,0,Traditional,2,2,0,1,1,Paved,Yes,1,0,0
403437455,1400000,Average,4,2020,Normal,Double storey,Residential,957,15,Irregular,Down,Gentle,7,1921,1950,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,1,1,0
403438525,1495000,Average,6,2020,Normal,Single storey,Residential,752,17,Regular,Flat,Gentle,5,1915,1950,1,Yes,0,0,Traditional,1.5,4,0,1,2,Paved,Yes,0,0,0
403438545,1599000,Average,5,2020,Normal,Double storey,Residential,1198,18,Regular,Flat,Gentle,7,1912,2009,1,Yes,0,0,Traditional,1.5,3,0,0,0,,Yes,0,0,0
403442425,1220000,Low,2,2020,Normal,Double storey,Residential,285,16,Regular,Flat,Gentle,7,1920,1993,1,Yes,0,0,Traditional,1.5,3,0,0,1,Paved,Yes,0,0,0
403462455,1100000,Low,5,2020,Normal,Duplex,Residential,787,34,Irregular,Down,Moderate,5,1963,1963,1,No,0,1,Traditional,2,2,0,0,2,Paved,Yes,0,1,0
403466405,550000,Low,7,2020,Normal,Duplex,Residential,520,21,Regular,Flat,Gentle,5,1930,1950,1,Yes,0,0,Traditional,2,3,-1,0,0,,No,0,0,0
403488375,1400000,Average,5,2020,Normal,Duplex,Residential,709,23,Regular,Flat,Gentle,7,1900,1996,1,Yes,0,0,Traditional,2,4,0,1,2,,Yes,1,0,0
404112485,2444000,High,6,2020,Normal,Double storey,Residential,2238,,Regular,Flat,Gentle,7,1940,1950,1,Yes,0,0,Traditional,2,4,0,2,1,Paved,Yes,0,0,0
404113455,1730000,Average,5,2020,Normal,Single storey,Residential,1418,30,Irregular,Flat,Gentle,5,1959,1959,1,Yes,0,0,Traditional,2,3,0,2,1,Paved,Yes,1,0,0
404312495,1075000,Low,1,2020,Normal,Single storey,Residential,988,22,Irregular,Flat,Gentle,4,1917,1950,1,Yes,0,0,Traditional,1.5,3,-1,0,1,,Yes,0,0,0
404314605,1000000,Low,2,2020,Normal,Duplex,Residential,920,18,Regular,Flat,Gentle,5,1915,1950,1,Yes,0,0,Traditional,2,3,0,0,0,,Yes,0,0,0
404362390,950000,Low,3,2020,Normal,Single storey,Residential,558,20,Irregular,Down,Moderate,6,1940,1950,1,Yes,0,0,Traditional,1,3,0,0,1,Paved,Yes,0,0,0
404363385,933690,Low,3,2020,Other,Double storey,Commercial,599,,Irregular,Flat,Gentle,3,1907,1950,1,Yes,0,0,Traditional,1.5,4,0,0,0,,Yes,0,0,0
404364535,1149000,Low,6,2020,Normal,Duplex,Residential,562,18,Regular,Flat,Gentle,6,1910,1950,1,Yes,0,1,Traditional,3,2,0,1,2,,Yes,1,0,0
405113445,940000,Low,5,2020,Normal,Single storey,Residential,589,16,Regular,Flat,Gentle,7,1875,1996,1,Yes,0,0,Traditional,1,2,0,0,0,,Yes,1,0,0
405113645,1360000,Average,5,2020,Normal,Duplex,Residential,1001,22,Regular,Flat,Gentle,4,1967,1967,1,Yes,0,0,Traditional,4,4,0,0,0,Paved,Yes,0,0,0
405113655,1365000,Average,4,2020,Normal,Duplex,Residential,1001,22,Regular,Flat,Gentle,5,1968,1968,1,Yes,0,0,Traditional,2,4,0,0,0,Paved,No,0,0,0
405114405,1315000,Average,4,2020,Normal,Duplex,Residential,1080,23,Regular,Flat,Gentle,5,1965,1965,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,No,0,0,0
405115405,1215000,Low,5,2020,Normal,Single storey,Residential,1054,,Irregular,Flat,Gentle,6,1957,1996,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
405116555,1250000,Low,5,2020,Normal,Single storey,Residential,792,21,Regular,Flat,Gentle,5,1967,1967,1,Yes,0,0,Traditional,1,3,0,1,1,Paved,No,1,0,0
405117415,1540000,Average,5,2020,Normal,Single storey,Residential,766,,Irregular,Flat,Gentle,7,1968,2001,1,Yes,0,0,Traditional,2,3,0,1,1,Paved,Yes,0,0,0
405117545,1379000,Average,6,2020,Normal,Single storey,Residential,725,20,Regular,Flat,Gentle,6,1966,2008,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,No,0,0,0
405118485,1580000,Average,3,2020,Normal,Double storey,Residential,870,24,Regular,Flat,Gentle,7,1969,1969,1,Yes,0,1,Traditional,1.5,4,0,0,1,Paved,Yes,0,0,0
405118515,1372500,Average,5,2020,Normal,Single storey,Residential,728,20,Regular,Flat,Gentle,5,1968,1968,1,Yes,0,0,Traditional,2,2,0,0,1,Paved,Yes,0,0,0
405119455,1602500,Average,5,2020,Normal,Duplex,Residential,690,,Irregular,Flat,Gentle,5,1978,1978,1,Yes,0,0,Traditional,2,3,0,2,2,Paved,No,0,0,0
405119595,1630000,Average,3,2020,Normal,Double storey,Residential,1043,26,Regular,Flat,Gentle,5,1968,1968,1,Yes,0,0,Traditional,1.5,4,0,2,2,Paved,Yes,0,0,0
405119665,1589000,Average,4,2020,Other,Double storey,Residential,1079,,Irregular,Flat,Gentle,6,1978,1978,1,Yes,1,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
405121475,3280000,High,4,2020,Normal,Double storey,Residential,1301,24,Regular,Flat,Moderate,6,1996,1997,1,Yes,0,0,Traditional,3.5,3,0,0,2,Paved,Yes,0,0,0
405121515,2700000,High,4,2020,Normal,Single storey,Residential,1864,,Irregular,Down,Moderate,7,1977,2001,1,Yes,0,0,Traditional,2.5,1,0,2,2,Paved,Yes,0,0,0
405213375,850000,Low,6,2020,Normal,Single storey,Residential,860,29,Regular,Flat,Gentle,4,1927,1950,1,Yes,0,1,Traditional,1,2,0,0,2,,Yes,1,0,0
405214435,1280000,Low,2,2020,Normal,Single storey,Residential,892,18,Regular,Flat,Gentle,6,1950,1995,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
405337375,2600000,High,4,2020,Normal,Single storey,Residential,2192,,Regular,Down,Severe,7,1979,1979,1,Yes,0,0,Flat,2.5,0,0,1,2,Paved,Yes,0,0,0
405364485,2300000,High,5,2020,Normal,Double storey,Residential,1587,,Irregular,Down,Moderate,6,1978,1992,1,Yes,1,0,Traditional,3.5,4,0,1,2,Paved,Yes,0,0,0
405390385,1240000,Low,6,2020,Normal,Single storey,Residential,1728,38,Regular,Flat,Gentle,4,1938,1990,1,Yes,0,0,Traditional,2.5,4,-1,1,1,Paved,Yes,0,0,0
405438405,830000,Low,5,2020,Other,Single storey,Residential,987,26,Regular,Flat,Gentle,5,1920,1950,1,Yes,0,1,Traditional,1,2,0,0,1,Paved,Yes,0,0,0
405438545,1445000,Average,6,2020,Normal,Single storey,Residential,1066,20,Regular,Flat,Gentle,7,1950,1987,1,Yes,0,0,Traditional,2,3,0,1,1,Paved,Yes,0,0,0
405463665,1290000,Low,6,2020,Normal,Single storey,Residential,889,21,Regular,Flat,Gentle,6,1956,1956,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
405464455,1270000,Low,6,2020,Normal,Single storey,Residential,869,15,Regular,Down,Gentle,5,1947,1979,1,Yes,0,0,Traditional,1,3,0,1,1,Paved,No,0,0,0
405464505,1280000,Low,6,2020,Normal,Single storey,Residential,885,23,Regular,Flat,Gentle,6,1954,1998,1,Yes,0,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
405465385,1860000,Average,3,2020,Normal,Single storey,Residential,968,25,Regular,Flat,Gentle,6,2009,2009,1,Yes,0,1,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
405465425,3080300,High,1,2020,Other,Single storey,Residential,1624,13,Irregular,Flat,Gentle,6,2009,2010,1,Yes,0,0,Traditional,2,1,0,2,2,Paved,No,0,0,0
405487855,1140000,Low,6,2020,Normal,Single storey,Residential,1041,,Irregular,Flat,Gentle,4,1964,1964,1,Yes,1,0,Traditional,2,3,0,0,2,,Yes,0,0,0
405490535,849000,Low,4,2020,Other,Single storey,Residential,1031,18,Regular,Down,Gentle,6,1946,2006,1,Yes,0,0,Traditional,1,2,0,0,1,Paved,No,0,0,0
406213375,1780000,Average,6,2020,Normal,Double storey,Residential,855,23,Regular,Flat,Gentle,6,1985,1985,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
406213465,2700000,High,6,2020,Normal,Single storey,Residential,1113,25,Regular,Down,Moderate,6,1987,1987,1,Yes,0,0,Traditional,2.5,1,0,2,2,Paved,Yes,0,0,0
406216575,2180000,High,5,2020,Normal,Double storey,Residential,1148,27,Irregular,Flat,Gentle,7,1993,1993,1,Yes,1,0,Traditional,3,3,0,1,4,Paved,Yes,0,0,0
406235435,2360000,High,6,2020,Normal,Double storey,Residential,923,24,Regular,Flat,Gentle,6,1993,1994,1,Yes,0,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
406237555,1470000,Average,4,2020,Normal,Double storey,Residential,843,22,Regular,Flat,Gentle,6,1992,1992,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
406390445,2453500,High,2,2020,Normal,Single storey,Residential,973,20,Irregular,Flat,Gentle,7,2008,2008,1,Yes,0,1,Traditional,2,3,0,0,3,Paved,Yes,0,0,0
406392535,2060000,Average,2,2020,Normal,Single storey,Residential,628,20,Regular,Flat,Gentle,6,2006,2006,1,Yes,0,0,Traditional,3,2,0,0,2,Paved,Yes,0,0,0
406397355,1989000,Average,5,2020,Normal,Single storey,Residential,966,29,Irregular,Flat,Gentle,6,2009,2009,1,Yes,0,1,Traditional,2,3,0,0,3,Paved,Yes,0,0,0
406397365,1870000,Average,3,2020,Normal,Single storey,Residential,684,20,Regular,Flat,Gentle,6,2010,2010,1,Yes,0,0,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
406414545,3200000,High,5,2020,Normal,Double storey,Residential,1150,27,Regular,Flat,Gentle,6,1990,1990,1,Yes,0,1,Traditional,4,5,0,2,3,Paved,Yes,0,0,0
406437390,1385000,Average,3,2020,Normal,Single storey,Residential,1322,25,Irregular,Flat,Gentle,7,1900,1993,1,Yes,0,0,Traditional,2,3,0,0,2,,Yes,0,0,0
406489455,1550000,Average,6,2020,Normal,Double storey,Residential,819,24,Regular,Flat,Gentle,7,1971,1971,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,No,0,0,0
407137435,1590000,Average,7,2020,Normal,Double storey,Residential,1032,25,Regular,Flat,Gentle,5,1996,1996,1,Yes,0,1,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
407192395,1910000,Average,4,2020,Normal,Double storey,Residential,867,,Irregular,Flat,Gentle,6,1997,1998,1,Yes,0,0,Traditional,2.5,3,0,1,2,Paved,Yes,0,0,0
407197405,2005000,Average,6,2020,Normal,Double storey,Residential,813,21,Regular,Flat,Gentle,6,1998,1998,1,Yes,0,0,Traditional,2.5,3,0,0,2,Paved,Yes,0,0,0
407212625,1500000,Average,6,2020,Normal,Single storey,Residential,1416,12,Irregular,Flat,Gentle,7,1977,2004,1,Yes,0,0,Traditional,2.5,3,0,0,1,Paved,Yes,0,0,0
407212635,1617500,Average,3,2020,Normal,Double storey,Residential,1013,,Irregular,Flat,Gentle,7,1977,1977,1,Yes,0,0,Traditional,1.5,3,0,0,1,Paved,Yes,0,0,0
407212685,1282000,Low,2,2020,Normal,Single storey,Residential,989,23,Regular,Flat,Gentle,6,1976,1976,1,Yes,0,1,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
407215415,1270000,Low,6,2020,Normal,Single storey,Residential,695,21,Regular,Flat,Gentle,6,1972,1972,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,No,0,0,0
407262375,3180000,High,5,2020,Normal,Single storey,Residential,965,24,Regular,Flat,Gentle,7,2003,2003,1,Yes,0,0,Traditional,3.5,3,0,1,3,Paved,Yes,0,0,0
407264465,2720000,High,5,2020,Normal,Single storey,Residential,1061,,Regular,Flat,Gentle,7,2001,2002,1,Yes,0,0,Traditional,3,3,0,1,2,Paved,Yes,0,0,0
407274395,2370000,High,1,2020,Normal,Double storey,Residential,887,13,Irregular,Flat,Gentle,7,2003,2003,1,Yes,1,0,Traditional,3.5,3,0,1,2,Paved,Yes,0,0,0
407292385,2400000,High,4,2020,Normal,Double storey,Residential,871,23,Regular,Flat,Gentle,6,1997,1997,1,Yes,0,0,Traditional,2.5,4,0,1,2,Paved,Yes,0,0,0
407302385,2249000,High,5,2020,Normal,Single storey,Residential,1128,15,Irregular,Flat,Gentle,6,1998,1998,1,Yes,1,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
407302515,1437500,Average,4,2020,Normal,Estate,Residential,412,,Regular,Flat,Gentle,6,2003,2003,1,Yes,0,0,Traditional,2,1,0,0,2,Paved,Yes,0,0,0
407302585,1430000,Average,5,2020,Normal,Estate,Residential,411,,Regular,Flat,Gentle,6,2004,2004,1,Yes,0,0,Traditional,2,1,0,0,2,Paved,Yes,0,0,0
407413435,2320000,High,5,2020,Normal,Single storey,Residential,988,15,Irregular,Flat,Gentle,7,2003,2003,1,Yes,0,0,Traditional,3,3,0,1,2,Paved,Yes,0,0,0
407422425,2130000,High,5,2020,Normal,Single storey,Residential,780,21,Regular,Flat,Gentle,6,2004,2005,1,Yes,0,0,Traditional,3,3,0,0,2,Paved,Yes,0,0,0
407426375,1855000,Average,5,2020,Normal,Single storey,Residential,815,20,Regular,Flat,Gentle,6,2004,2004,1,Yes,0,0,Traditional,2,3,0,0,2,Paved,Yes,0,0,0
408114405,849000,Low,4,2020,Normal,Single storey,Residential,815,20,Regular,Flat,Moderate,5,1945,2007,1,Yes,0,0,Traditional,1,2,0,0,1,,No,1,0,0
408114455,1558910,Average,1,2020,Other,Single storey,Residential,821,21,Regular,Flat,Gentle,6,1954,1954,1,Yes,0,1,Traditional,1,3,0,0,1,Paved,Yes,0,0,0
408114475,1000000,Low,5,2020,Normal,Duplex,Residential,913,23,Regular,Flat,Gentle,5,1965,1965,1,Yes,0,0,Traditional,2,4,0,0,0,Paved,No,0,0,0
408114515,1440000,Average,6,2020,Normal,Single storey,Residential,933,18,Irregular,Down,Gentle,6,1968,1968,1,Yes,1,0,Traditional,2,3,0,0,1,Paved,Yes,0,0,0
408114645,640000,Low,6,2020,Other,Single storey,Residential,1096,27,Regular,Flat,Gentle,5,1948,1950,1,Yes,0,0,Traditional,1,2,-1,0,2,,Yes,0,0,0
408115695,1252000,Low,6,2020,Normal,Double storey,Residential,586,20,Regular,Flat,Gentle,6,1975,1975,1,Yes,0,0,Traditional,2,3,0,1,1,Paved,No,0,0,0
408164425,1070000,Low,3,2020,Other,Double storey,Residential,726,29,Regular,Flat,Gentle,6,1976,1976,1,Yes,0,0,Traditional,2,3,0,1,2,Paved,Yes,0,0,0
408215445,900000,Low,5,2020,Normal,Single storey,Residential,596,20,Regular,Up,Gentle,5,1958,1958,1,Yes,0,0,Traditional,1,3,0,0,0,Paved,No,0,0,0
408220365,1400000,Average,3,2020,Normal,Single storey,Residential,794,24,Regular,Flat,Gentle,5,2003,2004,1,Yes,0,1,Traditional,2,2,0,0,2,Paved,Yes,0,0,0
408237665,1130000,Low,4,2020,Normal,Single storey,Residential,812,16,Regular,Flat,Gentle,5,1945,1950,1,Yes,0,0,Traditional,1.5,3,0,1,1,Paved,Yes,0,0,0
408238475,800000,Low,7,2020,Normal,Duplex,Residential,1132,18,Regular,Flat,Gentle,4,1941,1950,1,Yes,0,0,Traditional,2,2,-1,0,1,Paved,No,0,0,0
408287645,1445000,Average,5,2020,Normal,Single storey,Residential,795,21,Regular,Flat,Moderate,6,1957,2002,1,Yes,0,0,Traditional,1,4,0,1,1,Paved,Yes,0,0,0
409112425,1040000,Low,5,2020,Normal,Single storey,Residential,451,20,Regular,Down,Gentle,6,1924,1999,1,Yes,0,0,Traditional,2,2,-1,1,1,Paved,Yes,1,0,0
409112455,1280000,Low,5,2020,Normal,Double storey,Residential,637,20,Regular,Down,Gentle,5,1915,1950,1,Yes,0,1,Traditional,2.5,4,-1,0,1,Paved,Yes,0,0,0
409113415,585000,Low,6,2020,Normal,Single storey,Residential,763,14,Regular,Flat,Gentle,3,1914,1950,1,Yes,0,0,Traditional,2,2,0,0,1,Paved,Yes,0,0,0
409188485,1270000,Low,5,2020,Normal,Single storey,Residential,465,15,Regular,Flat,Gentle,6,1924,1950,1,Yes,0,0,Traditional,2,3,0,1,1,Paved,Yes,0,0,0
409188495,1260000,Low,3,2020,Normal,Single storey,Residential,733,,Regular,Flat,Gentle,6,1939,1950,1,Yes,0,1,Traditional,2,2,0,1,2,Paved,Yes,0,0,0
409189445,1600000,Average,2,2020,Normal,Duplex,Residential,669,18,Regular,Flat,Gentle,5,1967,1967,1,Yes,0,0,Flat,3,6,0,0,0,Paved,No,0,0,0
409262375,1000000,Low,5,2020,Normal,Single storey,Residential,914,16,Regular,Flat,Gentle,4,1931,1950,1,Yes,0,0,Traditional,2,3,0,1,0,,Yes,1,0,0
409262405,1690000,Average,3,2020,Normal,Single storey,Residential,895,15,Regular,Flat,Gentle,7,1919,1990,1,Yes,0,0,Traditional,2,4,0,1,1,Paved,Yes,1,0,0
409293425,2575000,High,7,2020,Normal,Single storey,Residential,971,24,Irregular,Flat,Gentle,7,1941,1985,1,Yes,0,0,Traditional,2.5,4,0,2,1,Paved,Yes,0,0,0
